shipment_id;date_id;route_id;vehicle_id;product_id;customer_id;sortinghub_id;incident_id;planned_departure_time;actual_departure_time;planned_arrival_time;actual_arrival_time;delivery_status;distance_travelled;fuel_cost;total_cost;delay_duration;total_time_in_transit;total_distance
S0536;D20250401;2;V02;P003;C003;SH03;I04;2025-04-01 06:00;2025-04-01 06:21;2025-04-01 10:00;2025-04-01 11:25;Terlambat;399;249428;377137;85 menit;5 jam 4 menit;399
S0537;D20250411;4;V01;P002;C001;SH02;I04;2025-04-11 06:00;2025-04-11 06:08;2025-04-11 10:00;2025-04-11 10:40;Terlambat;133;160054;299935;40 menit;4 jam 32 menit;133
S0538;D20250418;5;V05;P002;C001;SH01;I03;2025-04-18 06:00;2025-04-18 06:07;2025-04-18 12:00;2025-04-18 13:07;Terlambat;228;457195;750320;67 menit;7 jam 0 menit;228
S0539;D20250421;1;V04;P005;C004;SH02;I05;2025-04-21 06:00;2025-04-21 06:09;2025-04-21 09:00;2025-04-21 08:45;Tepat Waktu;302;595469;986416;0 menit;2 jam 36 menit;302
S0540;D20250421;3;V05;P002;C002;SH01;I01;2025-04-21 06:00;2025-04-21 06:12;2025-04-21 09:00;2025-04-21 09:09;Tepat Waktu;274;453473;725127;9 menit;2 jam 57 menit;274
S0541;D20250423;2;V03;P002;C005;SH04;I03;2025-04-23 06:00;2025-04-23 06:24;2025-04-23 12:00;2025-04-23 13:28;Terlambat;157;314177;414830;88 menit;7 jam 4 menit;157
S0542;D20250430;2;V04;P005;C005;SH04;I01;2025-04-30 06:00;2025-04-30 06:12;2025-04-30 12:00;2025-04-30 12:18;Terlambat;340;507180;763722;18 menit;6 jam 6 menit;340
S0543;D20250408;1;V02;P005;C002;SH03;I02;2025-04-08 06:00;2025-04-08 06:08;2025-04-08 12:00;2025-04-08 13:26;Terlambat;277;348453;503441;86 menit;7 jam 18 menit;277
S0544;D20250419;4;V05;P002;C003;SH03;I02;2025-04-19 06:00;2025-04-19 06:21;2025-04-19 11:00;2025-04-19 11:01;Tepat Waktu;217;161839;480888;1 menit;4 jam 40 menit;217
S0545;D20250404;3;V05;P003;C005;SH03;I03;2025-04-04 06:00;2025-04-04 06:01;2025-04-04 11:00;2025-04-04 12:04;Terlambat;264;234426;493179;64 menit;6 jam 3 menit;264
S0546;D20250405;4;V04;P004;C003;SH03;I04;2025-04-05 06:00;2025-04-05 06:08;2025-04-05 10:00;2025-04-05 10:33;Terlambat;171;289131;443330;33 menit;4 jam 25 menit;171
S0547;D20250429;2;V03;P002;C002;SH03;I05;2025-04-29 06:00;2025-04-29 06:15;2025-04-29 10:00;2025-04-29 11:04;Terlambat;369;407490;660647;64 menit;4 jam 49 menit;369
S0548;D20250429;3;V01;P004;C004;SH03;I01;2025-04-29 06:00;2025-04-29 06:24;2025-04-29 12:00;2025-04-29 13:01;Terlambat;127;336067;655121;61 menit;6 jam 37 menit;127
S0549;D20250410;2;V02;P002;C005;SH03;I04;2025-04-10 06:00;2025-04-10 06:13;2025-04-10 09:00;2025-04-10 10:21;Terlambat;202;432196;800501;81 menit;4 jam 8 menit;202
S0550;D20250406;1;V04;P002;C005;SH02;I04;2025-04-06 06:00;2025-04-06 06:13;2025-04-06 10:00;2025-04-06 10:57;Terlambat;317;500301;789238;57 menit;4 jam 44 menit;317
S0551;D20250416;4;V02;P002;C001;SH04;I05;2025-04-16 06:00;2025-04-16 06:06;2025-04-16 11:00;2025-04-16 12:20;Terlambat;309;421276;639650;80 menit;6 jam 14 menit;309
S0552;D20250418;4;V05;P002;C003;SH03;I02;2025-04-18 06:00;2025-04-18 06:23;2025-04-18 12:00;2025-04-18 12:05;Tepat Waktu;368;203777;455366;5 menit;5 jam 42 menit;368
S0553;D20250407;4;V05;P005;C001;SH04;I01;2025-04-07 06:00;2025-04-07 06:11;2025-04-07 12:00;2025-04-07 12:29;Terlambat;230;228315;409974;29 menit;6 jam 18 menit;230
S0554;D20250409;1;V04;P003;C001;SH03;I03;2025-04-09 06:00;2025-04-09 06:02;2025-04-09 11:00;2025-04-09 10:51;Tepat Waktu;323;297727;674261;0 menit;4 jam 49 menit;323
S0555;D20250422;5;V04;P002;C002;SH04;I02;2025-04-22 06:00;2025-04-22 06:27;2025-04-22 10:00;2025-04-22 11:09;Terlambat;342;165426;553526;69 menit;4 jam 42 menit;342
S0556;D20250405;2;V05;P003;C002;SH03;I05;2025-04-05 06:00;2025-04-05 06:29;2025-04-05 12:00;2025-04-05 12:15;Tepat Waktu;271;246319;354386;15 menit;5 jam 46 menit;271
S0557;D20250407;4;V05;P005;C005;SH02;I05;2025-04-07 06:00;2025-04-07 06:19;2025-04-07 10:00;2025-04-07 10:39;Terlambat;310;173543;539300;39 menit;4 jam 20 menit;310
S0558;D20250425;1;V03;P003;C001;SH03;I02;2025-04-25 06:00;2025-04-25 06:30;2025-04-25 12:00;2025-04-25 12:59;Terlambat;294;405032;799245;59 menit;6 jam 29 menit;294
S0559;D20250424;5;V04;P005;C005;SH01;I03;2025-04-24 06:00;2025-04-24 06:02;2025-04-24 09:00;2025-04-24 09:40;Terlambat;292;249246;647480;40 menit;3 jam 38 menit;292
S0560;D20250412;5;V01;P002;C005;SH01;I03;2025-04-12 06:00;2025-04-12 06:19;2025-04-12 10:00;2025-04-12 10:26;Terlambat;274;319112;633596;26 menit;4 jam 7 menit;274
S0561;D20250418;5;V02;P002;C004;SH04;I01;2025-04-18 06:00;2025-04-18 06:12;2025-04-18 10:00;2025-04-18 11:10;Terlambat;129;275398;512443;70 menit;4 jam 58 menit;129
S0562;D20250406;3;V02;P002;C001;SH03;I04;2025-04-06 06:00;2025-04-06 06:16;2025-04-06 11:00;2025-04-06 12:23;Terlambat;367;344095;529109;83 menit;6 jam 7 menit;367
S0563;D20250417;1;V01;P003;C003;SH02;I04;2025-04-17 06:00;2025-04-17 06:11;2025-04-17 12:00;2025-04-17 11:48;Tepat Waktu;306;349491;581973;0 menit;5 jam 37 menit;306
S0564;D20250430;3;V04;P004;C004;SH02;I04;2025-04-30 06:00;2025-04-30 06:17;2025-04-30 11:00;2025-04-30 11:43;Terlambat;299;448191;794271;43 menit;5 jam 26 menit;299
S0565;D20250418;3;V01;P003;C005;SH02;I01;2025-04-18 06:00;2025-04-18 06:14;2025-04-18 12:00;2025-04-18 11:58;Tepat Waktu;246;307183;487299;0 menit;5 jam 44 menit;246
S0566;D20250426;4;V02;P003;C003;SH01;I01;2025-04-26 06:00;2025-04-26 06:11;2025-04-26 09:00;2025-04-26 09:22;Terlambat;178;436345;776228;22 menit;3 jam 11 menit;178
S0567;D20250420;2;V01;P001;C004;SH01;I04;2025-04-20 06:00;2025-04-20 06:20;2025-04-20 10:00;2025-04-20 10:32;Terlambat;237;312727;429985;32 menit;4 jam 12 menit;237
S0568;D20250406;3;V03;P002;C005;SH03;I05;2025-04-06 06:00;2025-04-06 06:30;2025-04-06 11:00;2025-04-06 12:25;Terlambat;107;550958;889422;85 menit;5 jam 55 menit;107
S0569;D20250417;3;V01;P003;C003;SH03;I01;2025-04-17 06:00;2025-04-17 06:06;2025-04-17 11:00;2025-04-17 11:26;Terlambat;324;456847;584196;26 menit;5 jam 20 menit;324
S0570;D20250412;2;V04;P002;C002;SH03;I03;2025-04-12 06:00;2025-04-12 06:11;2025-04-12 12:00;2025-04-12 12:36;Terlambat;320;207002;375900;36 menit;6 jam 25 menit;320
S0571;D20250403;4;V05;P005;C003;SH01;I03;2025-04-03 06:00;2025-04-03 06:28;2025-04-03 10:00;2025-04-03 09:48;Tepat Waktu;371;472776;644363;0 menit;3 jam 20 menit;371
S0572;D20250408;1;V01;P004;C001;SH03;I04;2025-04-08 06:00;2025-04-08 06:03;2025-04-08 11:00;2025-04-08 11:21;Terlambat;266;472319;609748;21 menit;5 jam 18 menit;266
S0573;D20250424;4;V03;P005;C001;SH03;I03;2025-04-24 06:00;2025-04-24 06:25;2025-04-24 11:00;2025-04-24 11:45;Terlambat;168;311521;660798;45 menit;5 jam 20 menit;168
S0574;D20250418;5;V01;P002;C003;SH02;I04;2025-04-18 06:00;2025-04-18 06:13;2025-04-18 09:00;2025-04-18 08:45;Tepat Waktu;243;536459;855465;0 menit;2 jam 32 menit;243
S0575;D20250401;5;V02;P005;C005;SH01;I01;2025-04-01 06:00;2025-04-01 06:08;2025-04-01 12:00;2025-04-01 12:07;Tepat Waktu;393;515385;678632;7 menit;5 jam 59 menit;393
S0576;D20250401;3;V01;P005;C005;SH01;I02;2025-04-01 06:00;2025-04-01 06:30;2025-04-01 11:00;2025-04-01 11:35;Terlambat;263;599343;883085;35 menit;5 jam 5 menit;263
S0577;D20250403;3;V03;P001;C001;SH03;I03;2025-04-03 06:00;2025-04-03 06:09;2025-04-03 12:00;2025-04-03 13:10;Terlambat;100;194260;587615;70 menit;7 jam 1 menit;100
S0578;D20250407;5;V02;P005;C004;SH04;I02;2025-04-07 06:00;2025-04-07 06:03;2025-04-07 11:00;2025-04-07 12:04;Terlambat;91;330260;514308;64 menit;6 jam 1 menit;91
S0579;D20250403;5;V03;P004;C004;SH03;I01;2025-04-03 06:00;2025-04-03 06:11;2025-04-03 10:00;2025-04-03 10:16;Terlambat;390;199201;479716;16 menit;4 jam 5 menit;390
S0580;D20250405;1;V04;P002;C005;SH04;I01;2025-04-05 06:00;2025-04-05 06:30;2025-04-05 11:00;2025-04-05 12:27;Terlambat;190;277628;535250;87 menit;5 jam 57 menit;190
S0581;D20250424;5;V01;P001;C004;SH03;I04;2025-04-24 06:00;2025-04-24 06:09;2025-04-24 12:00;2025-04-24 11:51;Tepat Waktu;100;476956;595540;0 menit;5 jam 42 menit;100
S0582;D20250425;4;V05;P001;C004;SH01;I02;2025-04-25 06:00;2025-04-25 06:09;2025-04-25 11:00;2025-04-25 12:24;Terlambat;237;533599;831046;84 menit;6 jam 15 menit;237
S0583;D20250422;2;V01;P001;C005;SH02;I03;2025-04-22 06:00;2025-04-22 06:13;2025-04-22 11:00;2025-04-22 11:39;Terlambat;105;158152;410374;39 menit;5 jam 26 menit;105
S0584;D20250414;4;V05;P001;C002;SH01;I05;2025-04-14 06:00;2025-04-14 06:17;2025-04-14 12:00;2025-04-14 12:40;Terlambat;248;281324;480569;40 menit;6 jam 23 menit;248
S0585;D20250407;2;V02;P002;C004;SH03;I02;2025-04-07 06:00;2025-04-07 06:04;2025-04-07 11:00;2025-04-07 12:16;Terlambat;185;170271;484423;76 menit;6 jam 12 menit;185
S0586;D20250420;2;V01;P005;C002;SH01;I01;2025-04-20 06:00;2025-04-20 06:13;2025-04-20 10:00;2025-04-20 09:58;Tepat Waktu;238;413044;761388;0 menit;3 jam 45 menit;238
S0587;D20250410;2;V05;P004;C002;SH03;I05;2025-04-10 06:00;2025-04-10 06:13;2025-04-10 12:00;2025-04-10 12:13;Tepat Waktu;103;292271;637228;13 menit;6 jam 0 menit;103
S0588;D20250407;3;V02;P003;C005;SH01;I02;2025-04-07 06:00;2025-04-07 06:23;2025-04-07 09:00;2025-04-07 10:01;Terlambat;380;551295;659703;61 menit;3 jam 38 menit;380
S0589;D20250430;2;V05;P003;C004;SH04;I04;2025-04-30 06:00;2025-04-30 06:25;2025-04-30 10:00;2025-04-30 09:59;Tepat Waktu;337;191116;551712;0 menit;3 jam 34 menit;337
S0590;D20250404;2;V02;P004;C002;SH02;I03;2025-04-04 06:00;2025-04-04 06:13;2025-04-04 11:00;2025-04-04 11:05;Tepat Waktu;139;448577;818582;5 menit;4 jam 52 menit;139
S0591;D20250417;1;V04;P003;C002;SH04;I04;2025-04-17 06:00;2025-04-17 06:29;2025-04-17 10:00;2025-04-17 10:01;Tepat Waktu;266;576361;890126;1 menit;3 jam 32 menit;266
S0592;D20250413;5;V03;P005;C002;SH02;I03;2025-04-13 06:00;2025-04-13 06:00;2025-04-13 11:00;2025-04-13 12:15;Terlambat;268;427763;729642;75 menit;6 jam 15 menit;268
S0593;D20250411;5;V04;P004;C001;SH02;I04;2025-04-11 06:00;2025-04-11 06:14;2025-04-11 12:00;2025-04-11 12:05;Tepat Waktu;307;493734;674352;5 menit;5 jam 51 menit;307
S0594;D20250413;3;V04;P002;C004;SH02;I05;2025-04-13 06:00;2025-04-13 06:03;2025-04-13 12:00;2025-04-13 12:24;Terlambat;190;310109;507219;24 menit;6 jam 21 menit;190
S0595;D20250421;1;V02;P004;C004;SH04;I05;2025-04-21 06:00;2025-04-21 06:14;2025-04-21 11:00;2025-04-21 11:25;Terlambat;199;434803;667165;25 menit;5 jam 11 menit;199
S0596;D20250430;1;V02;P003;C005;SH03;I03;2025-04-30 06:00;2025-04-30 06:07;2025-04-30 12:00;2025-04-30 13:23;Terlambat;141;402261;622761;83 menit;7 jam 16 menit;141
S0597;D20250424;4;V03;P003;C003;SH02;I01;2025-04-24 06:00;2025-04-24 06:17;2025-04-24 09:00;2025-04-24 10:20;Terlambat;344;163525;364998;80 menit;4 jam 3 menit;344
S0598;D20250418;3;V03;P004;C002;SH04;I04;2025-04-18 06:00;2025-04-18 06:04;2025-04-18 10:00;2025-04-18 11:16;Terlambat;299;315354;682195;76 menit;5 jam 12 menit;299
S0599;D20250417;2;V02;P005;C001;SH01;I05;2025-04-17 06:00;2025-04-17 06:24;2025-04-17 11:00;2025-04-17 11:06;Tepat Waktu;377;551777;760124;6 menit;4 jam 42 menit;377
S0600;D20250411;1;V01;P004;C002;SH04;I03;2025-04-11 06:00;2025-04-11 06:16;2025-04-11 11:00;2025-04-11 12:06;Terlambat;152;494977;759887;66 menit;5 jam 50 menit;152
S0601;D20250417;1;V04;P002;C005;SH02;I02;2025-04-17 06:00;2025-04-17 06:20;2025-04-17 10:00;2025-04-17 11:03;Terlambat;196;448885;795100;63 menit;4 jam 43 menit;196
S0602;D20250425;4;V05;P002;C005;SH01;I01;2025-04-25 06:00;2025-04-25 06:15;2025-04-25 11:00;2025-04-25 12:17;Terlambat;102;511329;754134;77 menit;6 jam 2 menit;102
S0603;D20250402;2;V05;P004;C003;SH04;I01;2025-04-02 06:00;2025-04-02 06:24;2025-04-02 11:00;2025-04-02 11:31;Terlambat;241;434235;822338;31 menit;5 jam 7 menit;241
S0604;D20250410;1;V03;P002;C005;SH02;I05;2025-04-10 06:00;2025-04-10 06:00;2025-04-10 11:00;2025-04-10 10:59;Tepat Waktu;107;439788;782333;0 menit;4 jam 59 menit;107
S0605;D20250401;3;V02;P005;C001;SH01;I02;2025-04-01 06:00;2025-04-01 06:29;2025-04-01 10:00;2025-04-01 09:51;Tepat Waktu;189;594280;921010;0 menit;3 jam 22 menit;189
S0606;D20250429;3;V02;P004;C003;SH01;I03;2025-04-29 06:00;2025-04-29 06:09;2025-04-29 12:00;2025-04-29 13:19;Terlambat;260;441364;649894;79 menit;7 jam 10 menit;260
S0607;D20250420;5;V05;P001;C001;SH03;I02;2025-04-20 06:00;2025-04-20 06:27;2025-04-20 12:00;2025-04-20 13:29;Terlambat;142;279884;464061;89 menit;7 jam 2 menit;142
S0608;D20250417;4;V04;P004;C004;SH01;I03;2025-04-17 06:00;2025-04-17 06:27;2025-04-17 09:00;2025-04-17 09:11;Tepat Waktu;396;362058;476972;11 menit;2 jam 44 menit;396
S0609;D20250404;1;V01;P001;C002;SH03;I02;2025-04-04 06:00;2025-04-04 06:00;2025-04-04 12:00;2025-04-04 12:51;Terlambat;322;459470;562909;51 menit;6 jam 51 menit;322
S0610;D20250418;1;V05;P002;C002;SH04;I01;2025-04-18 06:00;2025-04-18 06:28;2025-04-18 10:00;2025-04-18 10:30;Terlambat;211;452628;629726;30 menit;4 jam 2 menit;211
S0611;D20250423;4;V01;P002;C001;SH04;I04;2025-04-23 06:00;2025-04-23 06:08;2025-04-23 12:00;2025-04-23 12:40;Terlambat;282;179637;308444;40 menit;6 jam 32 menit;282
S0612;D20250407;4;V02;P004;C004;SH03;I05;2025-04-07 06:00;2025-04-07 06:20;2025-04-07 12:00;2025-04-07 12:36;Terlambat;337;249320;540483;36 menit;6 jam 16 menit;337
S0613;D20250411;2;V01;P004;C004;SH01;I04;2025-04-11 06:00;2025-04-11 06:15;2025-04-11 11:00;2025-04-11 10:51;Tepat Waktu;306;474522;591006;0 menit;4 jam 36 menit;306
S0614;D20250405;2;V03;P005;C005;SH04;I01;2025-04-05 06:00;2025-04-05 06:17;2025-04-05 10:00;2025-04-05 11:17;Terlambat;374;571944;968905;77 menit;5 jam 0 menit;374
S0615;D20250424;2;V04;P002;C002;SH04;I02;2025-04-24 06:00;2025-04-24 06:06;2025-04-24 12:00;2025-04-24 12:00;Tepat Waktu;285;276090;610365;0 menit;5 jam 54 menit;285
S0616;D20250410;2;V03;P001;C001;SH01;I02;2025-04-10 06:00;2025-04-10 06:00;2025-04-10 12:00;2025-04-10 13:07;Terlambat;92;460493;686820;67 menit;7 jam 7 menit;92
S0617;D20250410;3;V04;P005;C005;SH03;I02;2025-04-10 06:00;2025-04-10 06:11;2025-04-10 10:00;2025-04-10 09:48;Tepat Waktu;174;283827;551640;0 menit;3 jam 37 menit;174
S0618;D20250410;4;V02;P002;C004;SH04;I02;2025-04-10 06:00;2025-04-10 06:00;2025-04-10 09:00;2025-04-10 10:26;Terlambat;397;545040;843387;86 menit;4 jam 26 menit;397
S0619;D20250414;4;V02;P004;C002;SH02;I01;2025-04-14 06:00;2025-04-14 06:26;2025-04-14 12:00;2025-04-14 13:19;Terlambat;309;415374;696798;79 menit;6 jam 53 menit;309
S0620;D20250430;3;V05;P002;C002;SH04;I02;2025-04-30 06:00;2025-04-30 06:25;2025-04-30 12:00;2025-04-30 11:57;Tepat Waktu;120;349042;548808;0 menit;5 jam 32 menit;120
S0621;D20250417;3;V04;P005;C002;SH02;I04;2025-04-17 06:00;2025-04-17 06:06;2025-04-17 10:00;2025-04-17 09:52;Tepat Waktu;256;582027;733512;0 menit;3 jam 46 menit;256
S0622;D20250430;2;V03;P002;C001;SH01;I01;2025-04-30 06:00;2025-04-30 06:06;2025-04-30 12:00;2025-04-30 12:39;Terlambat;358;177213;345422;39 menit;6 jam 33 menit;358
S0623;D20250421;2;V04;P003;C002;SH04;I01;2025-04-21 06:00;2025-04-21 06:22;2025-04-21 09:00;2025-04-21 09:12;Tepat Waktu;91;242981;349257;12 menit;2 jam 50 menit;91
S0624;D20250422;5;V05;P004;C005;SH03;I05;2025-04-22 06:00;2025-04-22 06:06;2025-04-22 09:00;2025-04-22 10:22;Terlambat;203;263290;564383;82 menit;4 jam 16 menit;203
S0625;D20250405;5;V04;P001;C001;SH04;I04;2025-04-05 06:00;2025-04-05 06:05;2025-04-05 12:00;2025-04-05 12:33;Terlambat;389;342250;595109;33 menit;6 jam 28 menit;389
S0626;D20250429;1;V02;P003;C004;SH03;I02;2025-04-29 06:00;2025-04-29 06:15;2025-04-29 11:00;2025-04-29 12:20;Terlambat;209;260837;545629;80 menit;6 jam 5 menit;209
S0627;D20250424;5;V03;P001;C002;SH04;I01;2025-04-24 06:00;2025-04-24 06:09;2025-04-24 12:00;2025-04-24 12:10;Tepat Waktu;130;231771;617092;10 menit;6 jam 1 menit;130
S0628;D20250428;2;V02;P004;C002;SH03;I03;2025-04-28 06:00;2025-04-28 06:10;2025-04-28 10:00;2025-04-28 10:51;Terlambat;391;189608;458751;51 menit;4 jam 41 menit;391
S0629;D20250429;3;V05;P003;C003;SH03;I02;2025-04-29 06:00;2025-04-29 06:21;2025-04-29 12:00;2025-04-29 12:51;Terlambat;308;277385;548966;51 menit;6 jam 30 menit;308
S0630;D20250428;3;V05;P003;C005;SH04;I02;2025-04-28 06:00;2025-04-28 06:01;2025-04-28 12:00;2025-04-28 11:57;Tepat Waktu;375;172770;392447;0 menit;5 jam 56 menit;375
S0631;D20250412;3;V04;P005;C002;SH03;I04;2025-04-12 06:00;2025-04-12 06:09;2025-04-12 10:00;2025-04-12 11:05;Terlambat;285;323629;546198;65 menit;4 jam 56 menit;285
S0632;D20250405;2;V03;P003;C004;SH02;I03;2025-04-05 06:00;2025-04-05 06:02;2025-04-05 12:00;2025-04-05 13:23;Terlambat;146;384630;684866;83 menit;7 jam 21 menit;146
S0633;D20250415;2;V05;P004;C001;SH04;I03;2025-04-15 06:00;2025-04-15 06:29;2025-04-15 10:00;2025-04-15 11:25;Terlambat;223;301446;451168;85 menit;4 jam 56 menit;223
S0634;D20250406;3;V05;P005;C005;SH02;I01;2025-04-06 06:00;2025-04-06 06:01;2025-04-06 11:00;2025-04-06 12:08;Terlambat;281;493123;677762;68 menit;6 jam 7 menit;281
S0635;D20250430;1;V05;P003;C003;SH03;I03;2025-04-30 06:00;2025-04-30 06:29;2025-04-30 10:00;2025-04-30 11:01;Terlambat;166;535920;677132;61 menit;4 jam 32 menit;166
S0636;D20250430;4;V04;P002;C002;SH04;I05;2025-04-30 06:00;2025-04-30 06:26;2025-04-30 12:00;2025-04-30 11:56;Tepat Waktu;144;367340;642198;0 menit;5 jam 30 menit;144
S0637;D20250405;3;V02;P002;C003;SH03;I04;2025-04-05 06:00;2025-04-05 06:09;2025-04-05 11:00;2025-04-05 12:09;Terlambat;331;598906;715641;69 menit;6 jam 0 menit;331
S0638;D20250422;1;V02;P005;C003;SH02;I05;2025-04-22 06:00;2025-04-22 06:26;2025-04-22 11:00;2025-04-22 11:00;Tepat Waktu;101;574638;863207;0 menit;4 jam 34 menit;101
S0639;D20250411;4;V05;P003;C003;SH04;I03;2025-04-11 06:00;2025-04-11 06:08;2025-04-11 10:00;2025-04-11 09:55;Tepat Waktu;361;274963;432710;0 menit;3 jam 47 menit;361
S0640;D20250417;2;V03;P004;C001;SH04;I02;2025-04-17 06:00;2025-04-17 06:17;2025-04-17 09:00;2025-04-17 09:43;Terlambat;141;310323;649332;43 menit;3 jam 26 menit;141
S0641;D20250407;1;V04;P005;C005;SH02;I02;2025-04-07 06:00;2025-04-07 06:08;2025-04-07 12:00;2025-04-07 12:55;Terlambat;383;575124;819540;55 menit;6 jam 47 menit;383
S0642;D20250423;3;V04;P001;C004;SH02;I04;2025-04-23 06:00;2025-04-23 06:21;2025-04-23 09:00;2025-04-23 10:04;Terlambat;261;289624;564556;64 menit;3 jam 43 menit;261
S0643;D20250406;1;V01;P004;C002;SH02;I03;2025-04-06 06:00;2025-04-06 06:28;2025-04-06 10:00;2025-04-06 10:45;Terlambat;174;156550;354519;45 menit;4 jam 17 menit;174
S0644;D20250422;5;V02;P003;C001;SH03;I04;2025-04-22 06:00;2025-04-22 06:22;2025-04-22 12:00;2025-04-22 12:19;Terlambat;102;199790;564793;19 menit;5 jam 57 menit;102
S0645;D20250419;2;V05;P004;C001;SH02;I03;2025-04-19 06:00;2025-04-19 06:10;2025-04-19 12:00;2025-04-19 11:59;Tepat Waktu;316;259577;468918;0 menit;5 jam 49 menit;316
S0646;D20250419;4;V05;P002;C005;SH04;I01;2025-04-19 06:00;2025-04-19 06:06;2025-04-19 11:00;2025-04-19 12:13;Terlambat;312;367377;612621;73 menit;6 jam 7 menit;312
S0647;D20250417;3;V01;P001;C004;SH02;I04;2025-04-17 06:00;2025-04-17 06:25;2025-04-17 10:00;2025-04-17 11:04;Terlambat;301;192673;306599;64 menit;4 jam 39 menit;301
S0648;D20250413;4;V01;P003;C005;SH02;I04;2025-04-13 06:00;2025-04-13 06:13;2025-04-13 10:00;2025-04-13 11:15;Terlambat;169;250764;478486;75 menit;5 jam 2 menit;169
S0649;D20250422;3;V04;P004;C005;SH02;I02;2025-04-22 06:00;2025-04-22 06:08;2025-04-22 11:00;2025-04-22 11:47;Terlambat;196;343387;723653;47 menit;5 jam 39 menit;196
S0650;D20250409;3;V04;P001;C004;SH01;I03;2025-04-09 06:00;2025-04-09 06:01;2025-04-09 09:00;2025-04-09 10:25;Terlambat;276;181577;567810;85 menit;4 jam 24 menit;276
S0651;D20250405;4;V04;P005;C004;SH02;I03;2025-04-05 06:00;2025-04-05 06:22;2025-04-05 12:00;2025-04-05 12:49;Terlambat;156;258929;406868;49 menit;6 jam 27 menit;156
S0652;D20250426;3;V03;P003;C003;SH01;I03;2025-04-26 06:00;2025-04-26 06:27;2025-04-26 09:00;2025-04-26 09:19;Terlambat;220;288651;665300;19 menit;2 jam 52 menit;220
S0653;D20250415;1;V02;P001;C004;SH02;I04;2025-04-15 06:00;2025-04-15 06:19;2025-04-15 10:00;2025-04-15 11:08;Terlambat;289;288761;429218;68 menit;4 jam 49 menit;289
S0654;D20250409;5;V05;P004;C002;SH02;I02;2025-04-09 06:00;2025-04-09 06:02;2025-04-09 12:00;2025-04-09 13:01;Terlambat;251;527877;832359;61 menit;6 jam 59 menit;251
S0655;D20250427;3;V01;P002;C003;SH02;I01;2025-04-27 06:00;2025-04-27 06:01;2025-04-27 12:00;2025-04-27 12:54;Terlambat;160;358773;677774;54 menit;6 jam 53 menit;160
S0656;D20250408;4;V04;P004;C002;SH04;I05;2025-04-08 06:00;2025-04-08 06:17;2025-04-08 09:00;2025-04-08 10:19;Terlambat;126;507181;750578;79 menit;4 jam 2 menit;126
S0657;D20250415;1;V05;P003;C005;SH04;I05;2025-04-15 06:00;2025-04-15 06:30;2025-04-15 10:00;2025-04-15 09:59;Tepat Waktu;270;337890;459579;0 menit;3 jam 29 menit;270
S0658;D20250408;5;V02;P003;C002;SH02;I05;2025-04-08 06:00;2025-04-08 06:20;2025-04-08 11:00;2025-04-08 11:45;Terlambat;300;507755;883654;45 menit;5 jam 25 menit;300
S0659;D20250425;4;V05;P001;C001;SH02;I02;2025-04-25 06:00;2025-04-25 06:20;2025-04-25 11:00;2025-04-25 11:41;Terlambat;400;492242;821748;41 menit;5 jam 21 menit;400
S0660;D20250407;5;V02;P004;C003;SH02;I05;2025-04-07 06:00;2025-04-07 06:06;2025-04-07 12:00;2025-04-07 12:49;Terlambat;136;460801;626818;49 menit;6 jam 43 menit;136
S0661;D20250412;3;V02;P003;C001;SH03;I03;2025-04-12 06:00;2025-04-12 06:29;2025-04-12 11:00;2025-04-12 10:48;Tepat Waktu;384;268077;550665;0 menit;4 jam 19 menit;384
S0662;D20250419;4;V03;P002;C002;SH03;I02;2025-04-19 06:00;2025-04-19 06:17;2025-04-19 09:00;2025-04-19 10:16;Terlambat;370;340786;474627;76 menit;3 jam 59 menit;370
S0663;D20250412;5;V01;P004;C004;SH02;I02;2025-04-12 06:00;2025-04-12 06:26;2025-04-12 12:00;2025-04-12 12:14;Tepat Waktu;291;178033;347253;14 menit;5 jam 48 menit;291
S0664;D20250410;3;V04;P001;C002;SH03;I01;2025-04-10 06:00;2025-04-10 06:26;2025-04-10 11:00;2025-04-10 12:01;Terlambat;168;391758;563906;61 menit;5 jam 35 menit;168
S0665;D20250430;5;V02;P004;C005;SH02;I05;2025-04-30 06:00;2025-04-30 06:20;2025-04-30 09:00;2025-04-30 09:13;Tepat Waktu;274;555053;875880;13 menit;2 jam 53 menit;274
S0666;D20250404;4;V02;P001;C001;SH01;I01;2025-04-04 06:00;2025-04-04 06:30;2025-04-04 09:00;2025-04-04 09:44;Terlambat;153;237511;567338;44 menit;3 jam 14 menit;153
S0667;D20250403;3;V05;P005;C004;SH03;I05;2025-04-03 06:00;2025-04-03 06:03;2025-04-03 12:00;2025-04-03 13:29;Terlambat;372;473020;857778;89 menit;7 jam 26 menit;372
S0668;D20250427;1;V05;P003;C003;SH03;I03;2025-04-27 06:00;2025-04-27 06:09;2025-04-27 11:00;2025-04-27 10:57;Tepat Waktu;358;251673;434322;0 menit;4 jam 48 menit;358
S0669;D20250420;4;V02;P001;C005;SH02;I03;2025-04-20 06:00;2025-04-20 06:23;2025-04-20 09:00;2025-04-20 10:26;Terlambat;351;150325;501363;86 menit;4 jam 3 menit;351
